id,kind,name,path,line,method,route,parent,mounted,active,classification,classification_source,confidence,needs_review,rationale,dependencies,consumers,tables,metadata
501ba75dbe4a48ca55f1,class,CenarioMetrica,backend/app/eval/agent_trajectory.py,79,,,agent_trajectory,,True,manter,conservative-default,baixa,True,"Mantido por segurança até revisão de uso, contrato, dados e consumidores.",,,__future__ | config | contextlib | dataclasses | hitl_state | mock | registry | types,{}
3ffcee9f17704e17f885,class,AgregadoTraj,backend/app/eval/agent_trajectory.py,104,,,agent_trajectory,,True,manter,conservative-default,baixa,True,"Mantido por segurança até revisão de uso, contrato, dados e consumidores.",,,__future__ | config | contextlib | dataclasses | hitl_state | mock | registry | types,{}
027633331b78b6ebee48,class,ResultadoProvider,backend/app/eval/compare_providers.py,19,,,compare_providers,,True,manter,conservative-default,baixa,True,"Mantido por segurança até revisão de uso, contrato, dados e consumidores.",,,__future__ | citation_check | database | dataclasses | exc | pathlib | provider_registry | services | typing,{}
9b305f1711202ec2a017,class,CasoMetrica,backend/app/eval/run_eval.py,51,,,run_eval,,True,manter,conservative-default,baixa,True,"Mantido por segurança até revisão de uso, contrato, dados e consumidores.",,,__future__ | citation_check | database | dataclasses | sanitizer | services,{}
372cb7726672a47d6db6,class,Agregado,backend/app/eval/run_eval.py,160,,,run_eval,,True,manter,conservative-default,baixa,True,"Mantido por segurança até revisão de uso, contrato, dados e consumidores.",,,__future__ | citation_check | database | dataclasses | sanitizer | services,{}
5c09a2a42a67e0177ffa,class,BrasilApiError,backend/app/integrations/brasilapi_client.py,22,,,brasilapi_client,,True,manter,conservative-default,baixa,True,"Mantido por segurança até revisão de uso, contrato, dados e consumidores.",RuntimeError,,__future__ | typing,{}
eda17c7130bb46dc8bc0,class,BrasilApiClient,backend/app/integrations/brasilapi_client.py,26,,,brasilapi_client,,True,manter,conservative-default,baixa,True,"Mantido por segurança até revisão de uso, contrato, dados e consumidores.",,,__future__ | typing,{}
d53f2932a3bdc50a5340,class,ConectaGovError,backend/app/integrations/conecta_gov_client.py,40,,,conecta_gov_client,,True,manter,conservative-default,baixa,True,"Mantido por segurança até revisão de uso, contrato, dados e consumidores.",RuntimeError,,__future__ | typing,{}
8f87b7cd93b5af4dadbb,class,ConectaGovClient,backend/app/integrations/conecta_gov_client.py,44,,,conecta_gov_client,,True,manter,conservative-default,baixa,True,"Mantido por segurança até revisão de uso, contrato, dados e consumidores.",,,__future__ | typing,{}
36cb4b7d09ad6ab41ea0,class,DataJudError,backend/app/integrations/datajud_client.py,49,,,datajud_client,,True,manter,conservative-default,baixa,True,"Mantido por segurança até revisão de uso, contrato, dados e consumidores.",RuntimeError,,__future__ | typing,{}
34b5265804f1a7f5f708,class,DataJudClient,backend/app/integrations/datajud_client.py,53,,,datajud_client,,True,manter,conservative-default,baixa,True,"Mantido por segurança até revisão de uso, contrato, dados e consumidores.",,,__future__ | typing,{}
ab80c733f4ed58050cb5,class,DjenComunicaError,backend/app/integrations/djen_comunica_client.py,40,,,djen_comunica_client,,True,manter,conservative-default,baixa,True,"Mantido por segurança até revisão de uso, contrato, dados e consumidores.",RuntimeError,,__future__ | datetime | typing,{}
d1845bd3ad6a028b5817,class,DjenComunicaClient,backend/app/integrations/djen_comunica_client.py,44,,,djen_comunica_client,,True,manter,conservative-default,baixa,True,"Mantido por segurança até revisão de uso, contrato, dados e consumidores.",,,__future__ | datetime | typing,{}
41ad76b67bcc54920be7,class,AIStatusHITL,backend/app/models/ai_log.py,114,,,ai_log,,True,manter,conservative-default,baixa,True,"Mantido por segurança até revisão de uso, contrato, dados e consumidores.",str | enum.Enum,,__future__ | database | orm | pseudonymizer | sanitizer | sqlalchemy | uuid,{}
aad17a25fb93ed1f9280,class,AITipoUso,backend/app/models/ai_log.py,121,,,ai_log,,True,manter,conservative-default,baixa,True,"Mantido por segurança até revisão de uso, contrato, dados e consumidores.",str | enum.Enum,,__future__ | database | orm | pseudonymizer | sanitizer | sqlalchemy | uuid,{}
f2bf3745552319043715,class,AtendimentoTipo,backend/app/models/atendimento.py,22,,,atendimento,,True,manter,conservative-default,baixa,True,"Mantido por segurança até revisão de uso, contrato, dados e consumidores.",str | enum.Enum,,__future__ | database | sqlalchemy,{}
ccafddfad64f63f68877,class,CaseArea,backend/app/models/case.py,9,,,case,,True,renomear,override,alta,False,"Adequar a entidade ao vocabulário canônico Área de Atuação, mantendo compatibilidade de enum durante a migração.",str | enum.Enum,,__future__ | case_parte | caso_area | database | orm | sqlalchemy,{}
94cf40aa985a82b0bf5f,class,CaseStatus,backend/app/models/case.py,42,,,case,,True,corrigir,parent-override,alta,False,Herda a decisão explícita do arquivo backend/app/models/case.py: Remover dependência funcional dos campos legados de processo após backfill e compatibilidade controlada.,str | enum.Enum,,__future__ | case_parte | caso_area | database | orm | sqlalchemy,{}
f45db283bbed34531b66,class,CaseFase,backend/app/models/case.py,51,,,case,,True,corrigir,parent-override,alta,False,Herda a decisão explícita do arquivo backend/app/models/case.py: Remover dependência funcional dos campos legados de processo após backfill e compatibilidade controlada.,str | enum.Enum,,__future__ | case_parte | caso_area | database | orm | sqlalchemy,{}
556fbc6f5092b635d1a5,class,CasePrioridade,backend/app/models/case.py,59,,,case,,True,corrigir,parent-override,alta,False,Herda a decisão explícita do arquivo backend/app/models/case.py: Remover dependência funcional dos campos legados de processo após backfill e compatibilidade controlada.,str | enum.Enum,,__future__ | case_parte | caso_area | database | orm | sqlalchemy,{}
78da6878a1c0ca900160,class,CentroCustoTipo,backend/app/models/centro_custo.py,13,,,centro_custo,,True,manter,conservative-default,baixa,True,"Mantido por segurança até revisão de uso, contrato, dados e consumidores.",str | enum.Enum,,__future__ | database | sqlalchemy,{}
63d247e0f03a0e7cd1af,class,CentroCustoCategoria,backend/app/models/centro_custo.py,18,,,centro_custo,,True,manter,conservative-default,baixa,True,"Mantido por segurança até revisão de uso, contrato, dados e consumidores.",str | enum.Enum,,__future__ | database | sqlalchemy,{}
e1f70ae0fa59b5a561be,class,ChecklistItemCategoria,backend/app/models/checklist.py,8,,,checklist,,True,manter,conservative-default,baixa,True,"Mantido por segurança até revisão de uso, contrato, dados e consumidores.",str | enum.Enum,,__future__ | database | orm | sqlalchemy,{}
81678759044e8d957a7c,class,ChecklistStatus,backend/app/models/checklist.py,17,,,checklist,,True,manter,conservative-default,baixa,True,"Mantido por segurança até revisão de uso, contrato, dados e consumidores.",str | enum.Enum,,__future__ | database | orm | sqlalchemy,{}
2d0b1d90ee1e9f3355d6,class,ClientTipo,backend/app/models/client.py,9,,,client,,True,manter,conservative-default,baixa,True,"Mantido por segurança até revisão de uso, contrato, dados e consumidores.",str | enum.Enum,,__future__ | database | orm | pii_crypto | sqlalchemy,{}
c23978125d06264e4806,class,ClientStatus,backend/app/models/client.py,14,,,client,,True,manter,conservative-default,baixa,True,"Mantido por segurança até revisão de uso, contrato, dados e consumidores.",str | enum.Enum,,__future__ | database | orm | pii_crypto | sqlalchemy,{}
1a2bc1109701c01fa4c4,class,ClientOrigem,backend/app/models/client.py,21,,,client,,True,manter,conservative-default,baixa,True,"Mantido por segurança até revisão de uso, contrato, dados e consumidores.",str | enum.Enum,,__future__ | database | orm | pii_crypto | sqlalchemy,{}
3ad56c486fd92c89b1ed,class,StatusContrato,backend/app/models/contrato_societario.py,13,,,contrato_societario,,True,manter,conservative-default,baixa,True,"Mantido por segurança até revisão de uso, contrato, dados e consumidores.",str | enum.Enum,,__future__ | database | sqlalchemy,{}
f10924dab94efdd60ba4,class,TipoContrato,backend/app/models/contrato_societario.py,24,,,contrato_societario,,True,manter,conservative-default,baixa,True,"Mantido por segurança até revisão de uso, contrato, dados e consumidores.",str | enum.Enum,,__future__ | database | sqlalchemy,{}
5c6a1e02d84fe6e24a8d,class,DeadlineTipo,backend/app/models/deadline.py,9,,,deadline,,True,manter,conservative-default,baixa,True,"Mantido por segurança até revisão de uso, contrato, dados e consumidores.",str | enum.Enum,,__future__ | database | orm | sqlalchemy,{}
b8b503018009810231f8,class,DeadlineStatus,backend/app/models/deadline.py,17,,,deadline,,True,manter,conservative-default,baixa,True,"Mantido por segurança até revisão de uso, contrato, dados e consumidores.",str | enum.Enum,,__future__ | database | orm | sqlalchemy,{}
43c1cee560861fb11f3e,class,DeadlinePrioridade,backend/app/models/deadline.py,24,,,deadline,,True,manter,conservative-default,baixa,True,"Mantido por segurança até revisão de uso, contrato, dados e consumidores.",str | enum.Enum,,__future__ | database | orm | sqlalchemy,{}
22e04fa07756b5a528cb,class,DocConfidencialidade,backend/app/models/document.py,9,,,document,,True,manter,conservative-default,baixa,True,"Mantido por segurança até revisão de uso, contrato, dados e consumidores.",str | enum.Enum,,__future__ | database | orm | sqlalchemy,{}
e3b4e46d59c42bf38c63,class,DossieStatus,backend/app/models/dossie_estrategico.py,7,,,dossie_estrategico,,True,manter,conservative-default,baixa,True,"Mantido por segurança até revisão de uso, contrato, dados e consumidores.",str | enum.Enum,,__future__ | database | sqlalchemy,{}
93eaa63e374edaf5a92f,class,OrgaoAutuador,backend/app/models/environmental.py,12,,,environmental,,True,manter,conservative-default,baixa,True,"Mantido por segurança até revisão de uso, contrato, dados e consumidores.",str | enum.Enum,,__future__ | database | orm | sqlalchemy,{}
240a8afe72821e9ab2ee,class,StatusDefesa,backend/app/models/environmental.py,23,,,environmental,,True,manter,conservative-default,baixa,True,"Mantido por segurança até revisão de uso, contrato, dados e consumidores.",str | enum.Enum,,__future__ | database | orm | sqlalchemy,{}
095b4fd9f1fa2f51360e,class,EmpresarialTipo,backend/app/models/especializado.py,21,,,especializado,,True,manter,conservative-default,baixa,True,"Mantido por segurança até revisão de uso, contrato, dados e consumidores.",str | enum.Enum,,__future__ | database | orm | sqlalchemy,{}
93118b232d0b5a90ce54,class,EmpresarialStatus,backend/app/models/especializado.py,39,,,especializado,,True,manter,conservative-default,baixa,True,"Mantido por segurança até revisão de uso, contrato, dados e consumidores.",str | enum.Enum,,__future__ | database | orm | sqlalchemy,{}
530bcb1c9e556ee20eb6,class,CivelTipo,backend/app/models/especializado.py,110,,,especializado,,True,manter,conservative-default,baixa,True,"Mantido por segurança até revisão de uso, contrato, dados e consumidores.",str | enum.Enum,,__future__ | database | orm | sqlalchemy,{}
86977546bf139c4b607a,class,CivelStatus,backend/app/models/especializado.py,130,,,especializado,,True,manter,conservative-default,baixa,True,"Mantido por segurança até revisão de uso, contrato, dados e consumidores.",str | enum.Enum,,__future__ | database | orm | sqlalchemy,{}
78c0e13a344ca542ef0d,class,PenalTipo,backend/app/models/especializado.py,208,,,especializado,,True,manter,conservative-default,baixa,True,"Mantido por segurança até revisão de uso, contrato, dados e consumidores.",str | enum.Enum,,__future__ | database | orm | sqlalchemy,{}
efc0f807cce36a217bce,class,PenalFase,backend/app/models/especializado.py,227,,,especializado,,True,manter,conservative-default,baixa,True,"Mantido por segurança até revisão de uso, contrato, dados e consumidores.",str | enum.Enum,,__future__ | database | orm | sqlalchemy,{}
6402e7a1c18bb10190c8,class,TrabalhistaTipo,backend/app/models/especializado.py,306,,,especializado,,True,manter,conservative-default,baixa,True,"Mantido por segurança até revisão de uso, contrato, dados e consumidores.",str | enum.Enum,,__future__ | database | orm | sqlalchemy,{}
da0d61e4bafcc72e1376,class,TrabalhistaFase,backend/app/models/especializado.py,326,,,especializado,,True,manter,conservative-default,baixa,True,"Mantido por segurança até revisão de uso, contrato, dados e consumidores.",str | enum.Enum,,__future__ | database | orm | sqlalchemy,{}
7a6bc20fcb945a574084,class,AdminTipo,backend/app/models/especializado.py,407,,,especializado,,True,manter,conservative-default,baixa,True,"Mantido por segurança até revisão de uso, contrato, dados e consumidores.",str | enum.Enum,,__future__ | database | orm | sqlalchemy,{}
df9cf701033eb13ad680,class,AdminStatus,backend/app/models/especializado.py,422,,,especializado,,True,manter,conservative-default,baixa,True,"Mantido por segurança até revisão de uso, contrato, dados e consumidores.",str | enum.Enum,,__future__ | database | orm | sqlalchemy,{}
11b0a48b4e5f9317c579,class,BancarioTipo,backend/app/models/especializado.py,490,,,especializado,,True,manter,conservative-default,baixa,True,"Mantido por segurança até revisão de uso, contrato, dados e consumidores.",str | enum.Enum,,__future__ | database | orm | sqlalchemy,{}
f501cf04152fbaab5a72,class,BancarioStatus,backend/app/models/especializado.py,507,,,especializado,,True,manter,conservative-default,baixa,True,"Mantido por segurança até revisão de uso, contrato, dados e consumidores.",str | enum.Enum,,__future__ | database | orm | sqlalchemy,{}
2e611ed2efe160c2b023,class,FeeTipo,backend/app/models/fee.py,12,,,fee,,True,manter,conservative-default,baixa,True,"Mantido por segurança até revisão de uso, contrato, dados e consumidores.",str | enum.Enum,,__future__ | database | orm | sqlalchemy,{}
3ac6d7e9f0aea521dd82,class,FeeStatus,backend/app/models/fee.py,23,,,fee,,True,manter,conservative-default,baixa,True,"Mantido por segurança até revisão de uso, contrato, dados e consumidores.",str | enum.Enum,,__future__ | database | orm | sqlalchemy,{}
3e4c2e7a52332b60f5d0,class,JuriResultado,backend/app/models/jurisprudencia_interna.py,13,,,jurisprudencia_interna,,True,manter,conservative-default,baixa,True,"Mantido por segurança até revisão de uso, contrato, dados e consumidores.",str | enum.Enum,,__future__ | database | sqlalchemy,{}
3647a4258bc41040ae4f,class,PecaTipo,backend/app/models/legal_doc.py,11,,,legal_doc,,True,manter,conservative-default,baixa,True,"Mantido por segurança até revisão de uso, contrato, dados e consumidores.",str | enum.Enum,,__future__ | database | orm | sqlalchemy,{}
0ea894cd1f4dea539f14,class,PecaStatus,backend/app/models/legal_doc.py,24,,,legal_doc,,True,manter,conservative-default,baixa,True,"Mantido por segurança até revisão de uso, contrato, dados e consumidores.",str | enum.Enum,,__future__ | database | orm | sqlalchemy,{}
978f2c4b504edc0d8353,class,BaseLegal,backend/app/models/lgpd_tratamento.py,25,,,lgpd_tratamento,,True,manter,conservative-default,baixa,True,"Mantido por segurança até revisão de uso, contrato, dados e consumidores.",str | enum.Enum,,__future__ | database | sqlalchemy,{}
21b6db8031c2b66c480d,class,NivelRisco,backend/app/models/lgpd_tratamento.py,39,,,lgpd_tratamento,,True,manter,conservative-default,baixa,True,"Mantido por segurança até revisão de uso, contrato, dados e consumidores.",str | enum.Enum,,__future__ | database | sqlalchemy,{}
6dba6c360c507fceecaa,class,NFSeStatus,backend/app/models/nfse.py,20,,,nfse,,True,manter,conservative-default,baixa,True,"Mantido por segurança até revisão de uso, contrato, dados e consumidores.",str | enum.Enum,,__future__ | database | if | sqlalchemy,{}
d0ed4cd80c66be29a409,class,PromptCategoria,backend/app/models/prompt_juridico.py,13,,,prompt_juridico,,True,manter,conservative-default,baixa,True,"Mantido por segurança até revisão de uso, contrato, dados e consumidores.",str | enum.Enum,,__future__ | database | sqlalchemy,{}
a70e55165f39d824ab34,class,TipoProva,backend/app/models/prova.py,23,,,prova,,True,manter,conservative-default,baixa,True,"Mantido por segurança até revisão de uso, contrato, dados e consumidores.",str | enum.Enum,,__future__ | database | sqlalchemy,{}
afc0a42eb1174a600986,class,SignatureStatus,backend/app/models/signature.py,9,,,signature,,True,manter,conservative-default,baixa,True,"Mantido por segurança até revisão de uso, contrato, dados e consumidores.",str | enum.Enum,,database | sqlalchemy,{}
8f5750b00e462fcb7585,class,TipoSocietario,backend/app/models/sociedade_cliente.py,23,,,sociedade_cliente,,True,manter,conservative-default,baixa,True,"Mantido por segurança até revisão de uso, contrato, dados e consumidores.",str | enum.Enum,,__future__ | database | e | sqlalchemy,{}
b86674311f8f49640ffd,class,TipoEventoSocietario,backend/app/models/sociedade_cliente.py,31,,,sociedade_cliente,,True,manter,conservative-default,baixa,True,"Mantido por segurança até revisão de uso, contrato, dados e consumidores.",str | enum.Enum,,__future__ | database | e | sqlalchemy,{}
c4858ef20cc9c65e68af,class,RegimeSocio,backend/app/models/socio.py,13,,,socio,,True,manter,conservative-default,baixa,True,"Mantido por segurança até revisão de uso, contrato, dados e consumidores.",str | enum.Enum,,__future__ | database | sqlalchemy,{}
f4fb5f9bbb518c5471b8,class,TaskStatus,backend/app/models/task.py,7,,,task,,True,manter,conservative-default,baixa,True,"Mantido por segurança até revisão de uso, contrato, dados e consumidores.",str | enum.Enum,,database | sqlalchemy,{}
0688311b89f7fb13ed48,class,TeseTipo,backend/app/models/tese.py,13,,,tese,,True,manter,conservative-default,baixa,True,"Mantido por segurança até revisão de uso, contrato, dados e consumidores.",str | enum.Enum,,__future__ | database | datetime | sqlalchemy,{}
e2e16588da536b2ceb10,class,TeseStatus,backend/app/models/tese.py,21,,,tese,,True,manter,conservative-default,baixa,True,"Mantido por segurança até revisão de uso, contrato, dados e consumidores.",str | enum.Enum,,__future__ | database | datetime | sqlalchemy,{}
6f6de63b5b3c5144cef6,class,UserRole,backend/app/models/user.py,9,,,user,,True,manter,conservative-default,baixa,True,"Mantido por segurança até revisão de uso, contrato, dados e consumidores.",str | enum.Enum,,__future__ | database | orm | sqlalchemy,{}
4620639ad676b0c2064a,class,WorkflowStatus,backend/app/models/workflow.py,13,,,workflow,,True,manter,conservative-default,baixa,True,"Mantido por segurança até revisão de uso, contrato, dados e consumidores.",str | enum.Enum,,__future__ | database | sqlalchemy,{}
15073076030d35938545,class,ProcessRepository,backend/app/repositories/process_repository.py,13,,,process_repository,,True,manter,conservative-default,baixa,True,"Mantido por segurança até revisão de uso, contrato, dados e consumidores.",,,__future__ | abc | asyncio | case | from | process | sqlalchemy,{}
cc0083938af82576ef11,class,EventoIn,backend/app/routers/agenda_eventos.py,22,,,agenda_eventos,True,True,manter,conservative-default,baixa,True,"Mantido por segurança até revisão de uso, contrato, dados e consumidores.",BaseModel,,agenda_eventos | asyncio | audit_log | cases | database | datetime | fastapi | ownership | pydantic | security | sqlalchemy | typing | user | users | uuid,{}
ec9b95aa1cbac7b26308,class,EventoPatch,backend/app/routers/agenda_eventos.py,35,,,agenda_eventos,True,True,manter,conservative-default,baixa,True,"Mantido por segurança até revisão de uso, contrato, dados e consumidores.",BaseModel,,agenda_eventos | asyncio | audit_log | cases | database | datetime | fastapi | ownership | pydantic | security | sqlalchemy | typing | user | users | uuid,{}
a9b259cd42a9ad602862,class,FeedbackReq,backend/app/routers/ai.py,236,,,ai,True,True,consolidar,parent-override,média,False,"Herda a decisão explícita do arquivo backend/app/routers/ai.py: Múltiplas fachadas AI exigem catálogo único de tarefas, payloads, HITL, auditoria e fallback.",_BMFeedback,,__future__ | ai | ai_errors | ai_gateway | ai_log | ai_service | asyncio | case | case_context | citation_gate | config | database | datetime | fastapi | legal_doc | model_router | ownership | pydantic | rate_limit | sanitizer | security | sqlalchemy | typing | user | uuid | verificador_jurisprudencia | visual_law,{}
74630adf1da58a47139a,class,TesesOcultasReq,backend/app/routers/ai.py,315,,,ai,True,True,consolidar,parent-override,média,False,"Herda a decisão explícita do arquivo backend/app/routers/ai.py: Múltiplas fachadas AI exigem catálogo único de tarefas, payloads, HITL, auditoria e fallback.",_BM,,__future__ | ai | ai_errors | ai_gateway | ai_log | ai_service | asyncio | case | case_context | citation_gate | config | database | datetime | fastapi | legal_doc | model_router | ownership | pydantic | rate_limit | sanitizer | security | sqlalchemy | typing | user | uuid | verificador_jurisprudencia | visual_law,{}
bcea65873dfde207f017,class,AuditarPecaReq,backend/app/routers/ai.py,323,,,ai,True,True,consolidar,parent-override,média,False,"Herda a decisão explícita do arquivo backend/app/routers/ai.py: Múltiplas fachadas AI exigem catálogo único de tarefas, payloads, HITL, auditoria e fallback.",_BM,,__future__ | ai | ai_errors | ai_gateway | ai_log | ai_service | asyncio | case | case_context | citation_gate | config | database | datetime | fastapi | legal_doc | model_router | ownership | pydantic | rate_limit | sanitizer | security | sqlalchemy | typing | user | uuid | verificador_jurisprudencia | visual_law,{}
69f787d7d46a166817b4,class,AudienciaReq,backend/app/routers/ai.py,330,,,ai,True,True,consolidar,parent-override,média,False,"Herda a decisão explícita do arquivo backend/app/routers/ai.py: Múltiplas fachadas AI exigem catálogo único de tarefas, payloads, HITL, auditoria e fallback.",_BM,,__future__ | ai | ai_errors | ai_gateway | ai_log | ai_service | asyncio | case | case_context | citation_gate | config | database | datetime | fastapi | legal_doc | model_router | ownership | pydantic | rate_limit | sanitizer | security | sqlalchemy | typing | user | uuid | verificador_jurisprudencia | visual_law,{}
5d4c6f45066522831e2f,class,AnaliseContratoReq,backend/app/routers/ai.py,337,,,ai,True,True,consolidar,parent-override,média,False,"Herda a decisão explícita do arquivo backend/app/routers/ai.py: Múltiplas fachadas AI exigem catálogo único de tarefas, payloads, HITL, auditoria e fallback.",_BM,,__future__ | ai | ai_errors | ai_gateway | ai_log | ai_service | asyncio | case | case_context | citation_gate | config | database | datetime | fastapi | legal_doc | model_router | ownership | pydantic | rate_limit | sanitizer | security | sqlalchemy | typing | user | uuid | verificador_jurisprudencia | visual_law,{}
dd44f8adcf5a5443ed49,class,AssistenteCasoReq,backend/app/routers/ai.py,509,,,ai,True,True,consolidar,parent-override,média,False,"Herda a decisão explícita do arquivo backend/app/routers/ai.py: Múltiplas fachadas AI exigem catálogo único de tarefas, payloads, HITL, auditoria e fallback.",_BM,,__future__ | ai | ai_errors | ai_gateway | ai_log | ai_service | asyncio | case | case_context | citation_gate | config | database | datetime | fastapi | legal_doc | model_router | ownership | pydantic | rate_limit | sanitizer | security | sqlalchemy | typing | user | uuid | verificador_jurisprudencia | visual_law,{}
ce5b7e046e3cb1d22609,class,DualIAReq,backend/app/routers/ai.py,626,,,ai,True,True,consolidar,parent-override,média,False,"Herda a decisão explícita do arquivo backend/app/routers/ai.py: Múltiplas fachadas AI exigem catálogo único de tarefas, payloads, HITL, auditoria e fallback.",_BM,,__future__ | ai | ai_errors | ai_gateway | ai_log | ai_service | asyncio | case | case_context | citation_gate | config | database | datetime | fastapi | legal_doc | model_router | ownership | pydantic | rate_limit | sanitizer | security | sqlalchemy | typing | user | uuid | verificador_jurisprudencia | visual_law,{}
ee525d3245204051f461,class,VisualLawReq,backend/app/routers/ai.py,749,,,ai,True,True,consolidar,parent-override,média,False,"Herda a decisão explícita do arquivo backend/app/routers/ai.py: Múltiplas fachadas AI exigem catálogo único de tarefas, payloads, HITL, auditoria e fallback.",_BM,,__future__ | ai | ai_errors | ai_gateway | ai_log | ai_service | asyncio | case | case_context | citation_gate | config | database | datetime | fastapi | legal_doc | model_router | ownership | pydantic | rate_limit | sanitizer | security | sqlalchemy | typing | user | uuid | verificador_jurisprudencia | visual_law,{}
f1ab254bd2d6b3520b3d,class,EstrategiaReq,backend/app/routers/ai.py,790,,,ai,True,True,consolidar,parent-override,média,False,"Herda a decisão explícita do arquivo backend/app/routers/ai.py: Múltiplas fachadas AI exigem catálogo único de tarefas, payloads, HITL, auditoria e fallback.",_BM,,__future__ | ai | ai_errors | ai_gateway | ai_log | ai_service | asyncio | case | case_context | citation_gate | config | database | datetime | fastapi | legal_doc | model_router | ownership | pydantic | rate_limit | sanitizer | security | sqlalchemy | typing | user | uuid | verificador_jurisprudencia | visual_law,{}
cb26eded6636d6bb40f5,class,CoreChatRequest,backend/app/routers/ai_core.py,38,,,ai_core,True,True,manter,parent-override,alta,False,Herda a decisão explícita do arquivo backend/app/routers/ai_core.py: Fachada canônica do núcleo de IA.,BaseModel,,__future__ | agent_registry | asyncio | config | database | ejc_skill_catalog | fastapi | orchestrator | pydantic | rate_limit | security | skill_registry | typing | user,{}
